2021-12-10 21:41:21,"b""Yes @Bren4Bassetlaw There's a lot of #AllPartOfThePlan \n\n#WeThePeople have had e fucking nough of this #covid\xe2\x80\xa6 https://t.co/DVppfziTiN"""
2021-12-10 21:38:43,"b'Iran coronavirus update: Over 487,100 deaths, rate of migrating nurses has tripled \n#Iran #COVID19 #coronavirus\xe2\x80\xa6 https://t.co/3bhlpCwPbC'"
2021-12-10 21:38:07,"b'@BenIrvineAuthor Let\xe2\x80\x99s clarify: If #coronavirus continues to spread among unvaccinated people, that could lead to n\xe2\x80\xa6 https://t.co/yb1NGzdWw8'"
2021-12-10 21:37:34,b'#health Links to HANDLING DIABETES #bloodsugar #diabetes #coronavirus #covid19 #pandemic #curing_diabetes\nhttps://t.co/kZfSD6jrWf'
2021-12-10 21:37:31,b'The federal government has a moral obligation to institute a national vaccine mandate to protect the nation against\xe2\x80\xa6 https://t.co/9KRYkVhemi'
2021-12-10 21:37:13,"b'Let\xe2\x80\x99s clarify: If #coronavirus continues to spread among unvaccinated people, that could lead to new variants and n\xe2\x80\xa6 https://t.co/IZFohoQIpX'"
2021-12-10 21:36:16,b'Google \xe2\x80\x94 Year In Search 2021 https://t.co/HQeoxVKA9S #Pandemic #GlobalHotTopics #Coronavirus #Resilience  @YouTube'
2021-12-10 21:36:15,"b'18,561 new cases and 176 new deaths in Turkey \n\n[22:36 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'"
2021-12-10 21:35:42,b'Book Creator allows teachers to create books for their students. Learners can also collaborate on books. A couple o\xe2\x80\xa6 https://t.co/Tthukp79rN'
2021-12-10 21:32:39,b'Amen and Amen\xe2\x9d\xa4\xef\xb8\x8f #Shiloh2021 #coronavirus is destroy on #Shiloh ground  Thank you Lord \xf0\x9f\x99\x8f #JesusIsLord https://t.co/o0fWHQ1ORP'
2021-12-10 21:32:09,b'Trump and covid are great partners. https://t.co/CSg4tsx5EG @cspan @cspanwj #coronavirus'
2021-12-10 21:30:49,"b'7,870 new cases and 140 new deaths in India \n\n[22:30 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'"
2021-12-10 21:30:24,"b""For God's sake @CovidData2 #fact : There is no evidence from the current outbreak that eating garlic has protected\xe2\x80\xa6 https://t.co/6cC9Yx3bRp"""
2021-12-10 21:30:19,b'New COVID-19 Data at 2021-12-10 04:30:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/bHkZdbCYNl'
2021-12-10 21:29:09,"b'Coronavirus? Mask? When people die, they die. #CNN #coronavirus #COVID #COVID19 #Covid_19 #hospital #patients\xe2\x80\xa6 https://t.co/LCQgGW2VpN'"
2021-12-10 21:28:34,b'The Cobra meeting was chaired by Cabinet minister Michael Gove\nMichael Gove is the housing minister\nThe housing min\xe2\x80\xa6 https://t.co/rt2RFG40rf'
2021-12-10 21:26:53,"b""THIS. There's still a pandemic happening everybody... #Coronavirus #Covid19 https://t.co/XlPJe3Qq28"""
2021-12-10 21:26:11,"b'From Friday October 18 2019 #Event201 \xf0\x9f\x8c\x95\nto Fri Feb 07 2020 #StopThisFlame \xf0\x9f\x94\xa5\nis: 113 Days #WHO #Coronavirus \xf0\x9f\x92\xa5\n\n""WHO\xe2\x80\xa6 https://t.co/XoeAQCI9I9'"
2021-12-10 21:25:22,b'33 new cases in Bahrain \n\n[22:25 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'
2021-12-10 21:25:03,"b""Well your #Manifesto is favourable @mrmarkdolan but clearly #covid #coronavirus I'd FUCK all to do with any virus\xe2\x80\xa6 https://t.co/SzUokfKR8B"""
2021-12-10 21:24:34,"b'Fun fact: the sales of hand sanitizer were up a whopping 50% between 2016 to 2019, prior to the word #Covid or\xe2\x80\xa6 https://t.co/aKpQ6oUO7Y'"
2021-12-10 21:24:33,b'Imagine if they did this in America... \xf0\x9f\x91\x80 #Coronavirus #Covid19 https://t.co/Wl8iPixsGu'
2021-12-10 21:24:08,b'#BREAKING\nWH #COVID19 Response Tm &amp; public-health officials presser: (CDC Dir #RochelleWalensky \xe2\x80\x93 taking Qs) Says w\xe2\x80\xa6 https://t.co/yY9FrWnIUy'
2021-12-10 21:24:03,"b'Cases: 268,978,748 (+0) \nDeaths: 5,293,608 (+851) \nRecovered: 0 (+0) \nActive Cases: 268,978,748 (100%)\nCompleted Ca\xe2\x80\xa6 https://t.co/QuQ3xAgHcf'"
2021-12-10 21:24:02,b'Five reasons why you don\xe2\x80\x99t need to panic about #coronavirus variants https://t.co/ifPfTTZckB \n#COVID19 #variants vi\xe2\x80\xa6 https://t.co/fTbT4vbvtY'
2021-12-10 21:23:55,b'\xf0\x9f\x93\x8c#LBC #AlvaroTorriglia #SandraCicar\xc3\xa9 #PrimerBloque #FMI #Pobreza 10/12 #Coronavirus #D\xc3\xada630: \xf0\x9f\x93\x8cResumen ... https://t.co/ol2nO9Cdui'
2021-12-10 21:22:36,"b'#Tunisia: vaccination among students over 12 years will be stepped up, to limit spread of #coronavirus, after the a\xe2\x80\xa6 https://t.co/0in2wEfgdk'"
2021-12-10 21:21:45,"b""Wasn't it said at the beginning of the pandemic that it was unlikely that the #coronavirus would mutate that much d\xe2\x80\xa6 https://t.co/vRPPkSTMUT"""
2021-12-10 21:21:29,b'Scientists in #SouthAfrica say they see no sign that #Omicron #coronavirus variant is causing more severe illness https://t.co/grkbfXGywr'
2021-12-10 21:21:02,"b'Cases: 268,978,748 (+73,102) \nDeaths: 5,292,757 (+0) \nRecovered: 0 (+0) \nActive Cases: 268,978,748 (100%)\nCompleted\xe2\x80\xa6 https://t.co/Xny9FRvuOE'"
2021-12-10 21:19:56,"b'58,969 new cases and 496 new deaths in Germany \n\n[22:19 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'"
2021-12-10 21:19:56,b'Travel \xe2\x9c\x88\xef\xb8\x8f \xf0\x9f\xa7\xb3 Stocks Crumble Amid #covid\xe3\x83\xbc19 #Omicron Fears by @StatistaCharts \n\n#coronavirus #COVID\xe3\x83\xbc19 #pandemic\xe2\x80\xa6 https://t.co/rWyaldA2qR'
2021-12-10 21:19:13,b'Back to the Office- Day 632 - Embankment Gardens #PrimroseHill #London #lockdown #COVID #OmicronVariant\xe2\x80\xa6 https://t.co/mknAxQEHxG'
2021-12-10 21:18:25,"b'SRMS, FES, RES and ERMS | #coronavirus | #kids. | #children |\xc2\xa0#schools https://t.co/cMVZQZXCGR'"
2021-12-10 21:18:24,"b'SRMS, FES, RES and ERMS | #coronavirus | #kids. | #children |\xc2\xa0#schools https://t.co/KMFrUr4Gcr'"
2021-12-10 21:16:56,b'#BREAKING\nWH #COVID19 Response Tm &amp; public-health officials presser: (WH COVID-19 Response Coord #JeffZients \xe2\x80\x93 taki\xe2\x80\xa6 https://t.co/r1qV1dErNg'
2021-12-10 21:16:47,"b""Breaking : Covid19 patients at this hospital are dying 'at a rate we've never seen die before' -- and it's taking a\xe2\x80\xa6 https://t.co/otRJGgNatC"""
2021-12-10 21:16:20,"b""Some people wish me dead. I rather stay human, by @tanguero13 https://t.co/etqWg97QD5 \n\nLet's all move to Mexico\xe2\x80\xa6 https://t.co/DtOwknTS60"""
2021-12-10 21:15:51,b'All together \xf0\x9f\x92\x9e\xf0\x9f\x99\x8f\n#Corona #coronavirus #coronapaspoort https://t.co/TDO21Mg8Xj'
2021-12-10 21:14:53,"b'@sameebtc @fitterhappierAJ Yes really. https://t.co/yc6yebf5Yt\n\n#COVID19 IS AN ANIMAL VIRUS (mix of bat, bird, pig\xe2\x80\xa6 https://t.co/NNCM8VDod5'"
2021-12-10 21:14:32,b'Breaking: Covid19 #Crisis Threatens #Holiday Season as U.S. #Hospitals Overflow...\n\n#Christmas #holidays #heath\xe2\x80\xa6 https://t.co/Xj4Kqw3E99'
2021-12-10 21:14:30,b'18 new cases and 2 new deaths in Niger \n\n[22:14 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'
2021-12-10 21:12:48,"b'L.A. County may be at the start of a #winter COVID19 #surge, health official says more https://t.co/iVeEiHAiGF\xe2\x80\xa6 https://t.co/qoV5hhzccp'"
2021-12-10 21:11:21,b'#Corona Info for #USA:\nNew Cases: 86222\nToday Recovery: 39531\nToday Deaths: 1064\nTotal Active Cases: 9904525\nTotal\xe2\x80\xa6 https://t.co/eFy4OPDljp'
2021-12-10 21:11:20,b'#Corona Info for #Germany:\nNew Cases: 58969\nToday Recovery: 51000\nToday Deaths: 496\nTotal Active Cases: 1028506\nTot\xe2\x80\xa6 https://t.co/f4h4vaJa7Q'
2021-12-10 21:10:58,b'Breaking: Reported - Covid #horror as another new #variant discovered in #France...\n\n#heath #vaccine #covid19\xe2\x80\xa6 https://t.co/sKKXmm7YSM'
2021-12-10 21:10:29,"b'Globally \xf0\x9f\x8c\x90,\nthere are currently 263,612,889 active cases of #COVID\xe3\x83\xbc19,\n\xe2\x9f\xb6if that many people joined hands in a human\xe2\x80\xa6 https://t.co/yis4LYbwKw'"
2021-12-10 21:10:27,"b""A poll released Dec. 9 showed a strong majority of Americans don't see the reasons for a religious exemption to the\xe2\x80\xa6 https://t.co/0s893SaHAk"""
2021-12-10 21:10:05,"b'TRACKING COVID-19: After big numbers on Thursday, case counts drop in Nevada with 582 new cases ... deaths were up\xe2\x80\xa6 https://t.co/IoEUi1qXGT'"
2021-12-10 21:09:12,"b'Coronavirus Update:\n\xe2\x98\xa3\xef\xb8\x8f\xef\xb8\x8f Total cases: 269,285,534 (+141,276) \xe2\x98\xa3\xef\xb8\x8f\xef\xb8\x8f\n\xe2\x9a\xa0\xef\xb8\x8f Current cases: 21,807,110 (+86,930) \xe2\x9a\xa0\xef\xb8\x8f\n\xe2\x9a\xb0\xef\xb8\x8f Deaths\xe2\x80\xa6 https://t.co/8MgnCDOQ1G'"
2021-12-10 21:09:03,"b'19,017 new cases and 20 new deaths in South Africa \n\n[22:09 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'"
2021-12-10 21:08:27,"b""If wishing Ted Cruz (@tedcruz) a really awful, powerful, dreadful case of #COVID19 is wrong, I don't want to be rig\xe2\x80\xa6 https://t.co/uVUsRlJgFN"""
2021-12-10 21:08:02,b'#BREAKING\nWH #COVID19 Response Tm &amp; public-health officials presser: (WH COVID-19 Response Coord #JeffZients) Says\xe2\x80\xa6 https://t.co/ABzkqh9iKV'
2021-12-10 21:07:42,"b'The Hong Kong Flu killed between 1-3 Million people globally, 1968-1969.\n\nZero Global Shutdowns.\n\n#China\xe2\x80\xa6 https://t.co/FZhGsNXixt'"
2021-12-10 21:07:12,b'@StephenMoore @Roxxibabe Please also remember that 99.9% of Covid deaths are among the unvaccinated. It\xe2\x80\x99s simple ma\xe2\x80\xa6 https://t.co/lmeWVr6heT'
2021-12-10 21:07:00,b'@Reuters_Health #NVAX #novavax @Novavax\n\nAPPROVE\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n@EMA_News @SUKLcz @TGAgovau @FDA_Drug_Info\xe2\x80\xa6 https://t.co/PPXu2JVnem'
2021-12-10 21:06:58,b'A message to all the fully jabbed (to date) \n\nYou\xe2\x80\x99ve been lied to! \n\nYou\xe2\x80\x99re Xmas is cancelled \xf0\x9f\x98\x82\xf0\x9f\x98\x82 \n\n#COVID19\xe2\x80\xa6 https://t.co/fuumwEsLJ5'
2021-12-10 21:06:26,b'A national lockdown for the U.K. due to the spread of the #OmicronVariant is inevitable. Lockdown is coming VERY so\xe2\x80\xa6 https://t.co/2WgP6QYAKJ'
2021-12-10 21:06:16,b'#BREAKING\nWH #COVID19 Response Tm &amp; public-health officials presser: (WH COVID-19 Response Coord #JeffZients) Says\xe2\x80\xa6 https://t.co/yyxy8G6Cpr'
2021-12-10 21:06:02,b'Go and follow @Sander_Lab for profound info on #coronavirus ! The guys @ChariteBerlin are top notch! https://t.co/CYspNxItt7'
2021-12-10 21:05:54,b'Latest #coronavirus updates from #Lebanon https://t.co/X8NVAzxyCp\xe2\x80\x94 Ministry of Public Health - Lebanon (@mophleb) D\xe2\x80\xa6 https://t.co/ekfSCOg5zW'
2021-12-10 21:05:19,"b'#Hotzone #Ebola #Coronavirus If you watch this on NatGeo, you\xe2\x80\x99ll understand the need to vacc.'"
2021-12-10 21:05:07,b'Happy 85th birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/npOKn3fa7n'
2021-12-10 21:05:03,b'@StephenSilver explains how why public health experts believe the #OmicronVariant could permanently alter the cours\xe2\x80\xa6 https://t.co/cBEXSo6zrR'
2021-12-10 21:04:34,"b'Protecting the rights of people with disabilities remains a challenge, and the challenges posed by the new\xe2\x80\xa6 https://t.co/p8q3HwMK4h'"
2021-12-10 21:04:18,b'Happy 84th birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/s2GUIksnru'
2021-12-10 21:04:03,b'#Tunisia #HealthandMedicine #Coronavirus #NorthAfrica Tunisia: Gabes-Covid-19 - 4 People Tested Positive -\xe2\x80\xa6 https://t.co/HkMhgsH4U8'
2021-12-10 21:03:55,b'Happy 80th birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/BL3ml9qMy1'
2021-12-10 21:03:48,"b'Latest #coronavirus updates from #Bahrain Out of 18697 COVID-19 tests carried out on 10 December 2021, 33 new cases\xe2\x80\xa6 https://t.co/M2cDz0a41i'"
2021-12-10 21:03:37,b'48 new cases in Monaco \n\n[22:03 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'
2021-12-10 21:03:32,b'Happy 80th birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/jJW5GvfAEI'
2021-12-10 21:02:51,b'@joebiden expects us to believe #coronavirus symptoms include #inflation'
2021-12-10 21:02:10,b'@chenweihua @agent_of_change This is why #China is collapsing because #Chinese leaders are busy is spreading\xe2\x80\xa6 https://t.co/5Nss8gEuvA'
2021-12-10 21:02:00,b'Happy 73rd Birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/4H7Yts1z9D'
2021-12-10 21:01:53,"b""Oregon Health Authority's daily update on COVID-19 cases, hospital capacity, and emergency department visits statew\xe2\x80\xa6 https://t.co/HpIo8XyPCm"""
2021-12-10 21:01:43,b'Happy 71st Birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/SjUXYRny3G'
2021-12-10 21:01:13,b'Happy 40th birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/9BQSx7Gwuu'
2021-12-10 21:00:41,b'Happy 40th Birthday Face Mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/tAB8qQdK2z'
2021-12-10 21:00:19,b'New COVID-19 Data at 2021-12-10 04:00:00 pm EST #Coronavirus #COVID19 #COVID_19 https://t.co/OJj8exf76l'
2021-12-10 21:00:17,"b'Food banks see more volunteers, but uncertainty looms https://t.co/5zL5lpzKUf @AP #coronavirus #COVID19 #foodinsecurity'"
2021-12-10 21:00:00,"b'Just remember, no matter what the Government says, Christmas cannot be cancelled. Even if you are alone, you can st\xe2\x80\xa6 https://t.co/Eor8XkNtvV'"
2021-12-10 21:00:00,"b'Scientists around the world have been racing to learn more about the new omicron strain of SARS-CoV-2, first declar\xe2\x80\xa6 https://t.co/8HNxHznwPz'"
2021-12-10 20:59:46,b'Happy 40th birthday face mask by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/2OwUcS0AAx'
2021-12-10 20:59:10,b'@CNBC @CNBCMakeIt #NVAX #novavax @Novavax\n\nAPPROVE\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n@EMA_News @SUKLcz @TGAgovau\xe2\x80\xa6 https://t.co/Hb926SJBzP'
2021-12-10 20:59:07,b'Happy 40th face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/472kMYqNlo'
2021-12-10 20:58:39,b'@POTUS @LiveSquawk #NVAX #novavax @Novavax\n\nAPPROVE\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n@EMA_News @SUKLcz @TGAgovau\xe2\x80\xa6 https://t.co/Rql9GfhtNG'
2021-12-10 20:58:36,b'Happy 40th birthday face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/u3RXVi8E3A'
2021-12-10 20:58:27,"b""Well, ya...\nYou don't get to infect us with a deadly disease because you believe nonsense.\n\nhttps://t.co/kjCMeTqfhw\xe2\x80\xa6 https://t.co/LJfIRMAVby"""
2021-12-10 20:58:15,b'@POTUS @LiveSquawk #NVAX #novavax @Novavax\n\nAPPROVE\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n@EMA_News @SUKLcz @TGAgovau\xe2\x80\xa6 https://t.co/KzPqvp1WmF'
2021-12-10 20:58:10,b'75 new cases and 1 new death in Mali \n\n[21:58 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'
2021-12-10 20:57:57,b'Happy 70th birthday face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/3DP1TMFj85'
2021-12-10 20:57:41,b'Happy 80th birthday face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/HQtgj3nw3N'
2021-12-10 20:57:17,b'@CNN #NVAX #novavax @Novavax\n\nAPPROVE\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n@EMA_News @SUKLcz @TGAgovau @FDA_Drug_Info @US_FDA\xe2\x80\xa6 https://t.co/wXJxrjzTZ6'
2021-12-10 20:57:16,b'Happy 60th birthday face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/vq8yIYudm8'
2021-12-10 20:57:14,b'USD/JPY sticks close to 113.50 mark as long-term US yields remain subdued By @Frank_Macro https://t.co/Y9z7Zh92RS #USDJPY #Fed #Coronavirus'
2021-12-10 20:56:44,b'Happy Birthday face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/TGgkVyoPNE'
2021-12-10 20:56:19,b'Big Yikes face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/lHIQOqRwty'
2021-12-10 20:56:12,b'@DrTedros @WHO @French_Gov @grandlyon #NVAX #novavax @Novavax\n\nAPPROVE\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\n\n@EMA_News @SUKLcz\xe2\x80\xa6 https://t.co/ISB6yzDGBx'
2021-12-10 20:55:39,b'Big Yikes face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/XOveCqGPIe'
2021-12-10 20:55:08,b'face shield by dalDesignNZ\n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus  #COVID19\xe2\x80\xa6 https://t.co/ZjgcVQRsOS'
2021-12-10 20:54:27,b'face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus  #COVID19\xe2\x80\xa6 https://t.co/1TfuPBpqpE'
2021-12-10 20:53:49,b'be a star face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/Gjazo5Q84B'
2021-12-10 20:53:12,b'#NZ face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/cuYglB2AY0'
2021-12-10 20:53:02,"b'Cases: 268,905,646 (+0) \nDeaths: 5,292,757 (+254) \nRecovered: 0 (+0) \nActive Cases: 268,905,646 (100%)\nCompleted Ca\xe2\x80\xa6 https://t.co/fmjUSn1ewn'"
2021-12-10 20:52:44,b'157 new cases and 3 new deaths in Ethiopia \n\n[21:52 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic'
2021-12-10 20:52:32,b'#Nevada face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/MVKHxi5I1e'
2021-12-10 20:52:00,b'#NewYork kids face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/h3WYFbXAPw'
2021-12-10 20:51:50,b'#BREAKING\nWH #COVID19 Response Tm &amp; public-health officials presser: (CDC Dir #RochelleWalensky) Says more than 50\xe2\x80\xa6 https://t.co/9hxhaMBgVi'
2021-12-10 20:50:56,b'UK paid $2 billion over the odds for the vaccine! #Pfizer #Booster #Pfizergate #COVID19 #COVID #coronavirus'
2021-12-10 20:50:51,b'Kids Face Shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron  #coronavirus\xe2\x80\xa6 https://t.co/65B9llLAk7'
2021-12-10 20:50:43,b'#fact : Spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body.\xe2\x80\xa6 https://t.co/biR5w1O8Kj'
2021-12-10 20:50:31,b'#BREAKING\nWH #COVID19 Response Tm &amp; public-health officials presser: (CDC Dir #RochelleWalensky) Says more re: data\xe2\x80\xa6 https://t.co/w1dcMoQcei'
2021-12-10 20:50:18,b'Kids (thoughts) Face Shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/PGoMh9Lvp8'
2021-12-10 20:50:08,b'Breaking: #UK says omicron to become its dominant variant within days more https://t.co/iVeEiHAiGF \n\n#heath\xe2\x80\xa6 https://t.co/k4o7qkjRrH'
2021-12-10 20:49:53,b'Kids (thoughts) Face Shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/04y8GOT9K4'
2021-12-10 20:49:09,b'#staysafe kids face shield by dalDesignNZ \n\n10% off with code GIFTSFORXMAS ends today\n\n#gifts  #Omicron\xe2\x80\xa6 https://t.co/XmF9wQxAkb'
